NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
SPIN2B,spindlin family member 2B [Source:HGNC Symbol;Acc:HGNC:33147],null,null,0.23289397
ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107],null,null,0.23284084
FAM205A,family with sequence similarity 205 member A [Source:HGNC Symbol;Acc:HGNC:41911],null,null,0.23283438
CALM2,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445],null,null,0.23282334
PAXBP1,PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579],null,null,0.2327597
LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],null,null,0.23256554
ZBTB20,zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503],null,null,0.23236331
UBE2J1,ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598],null,null,0.23217502
TRIM41,tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013],null,null,0.23215243
FAM98A,family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520],null,null,0.23208262
C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434],null,null,0.2320575
MYOZ3,myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565],null,null,0.23190291
NDE1,nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619],null,null,0.23189166
B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]",null,null,0.23186825
KARS1,lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215],null,null,0.23184273
HBP1,HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200],null,null,0.23176599
MED10,mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760],null,null,0.23171295
COL6A1,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211],null,null,0.23152888
DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094],null,null,0.23152182
LAMA4,laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484],null,null,0.2314814
WDR18,WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956],null,null,0.23145464
C8G,complement C8 gamma chain [Source:HGNC Symbol;Acc:HGNC:1354],null,null,0.23138268
ARHGEF7,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607],null,null,0.23135991
FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],null,null,0.23134248
PDGFA,platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799],null,null,0.23130234
DGAT2,diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940],null,null,0.23116574
GIMAP5,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]",null,null,0.23109984
RBM11,RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897],null,null,0.2310763
PNLIPRP2,pancreatic lipase related protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9157],null,null,0.2310444
DIPK2B,divergent protein kinase domain 2B [Source:HGNC Symbol;Acc:HGNC:25866],null,null,0.23086762
LGALS1,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],null,null,0.23081508
NAA50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]",null,null,0.23071072
PSKH1,protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529],null,null,0.2306001
ZNF354B,zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197],null,null,0.2305298
CNTLN,centlein [Source:HGNC Symbol;Acc:HGNC:23432],null,null,0.23033814
NXNL2,nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482],null,null,0.23030525
ALDH8A1,aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471],null,null,0.22994412
USP11,ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609],null,null,0.2294207
ALG9,"ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]",null,null,0.2293482
CLUAP1,clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009],null,null,0.22923028
NXPE3,neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238],null,null,0.22919922
SPCS2,signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962],null,null,0.22888947
ST7,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],null,null,0.22869323
SMAD5,SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771],null,null,0.22867583
EHD3,EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244],null,null,0.22866426
PPP1R26,protein phosphatase 1 regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089],null,null,0.22850469
PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575],null,null,0.22838166
RCBTB2,RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914],null,null,0.22817324
GALNS,galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122],null,null,0.22798882
TOE1,"target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]",null,null,0.22798294
COL4A2,collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203],null,null,0.2279307
EXOC4,exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389],null,null,0.22779451
SDF2,stromal cell derived factor 2 [Source:HGNC Symbol;Acc:HGNC:10675],null,null,0.2277785
SLC2A10,solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444],null,null,0.22762589
PABPC4L,poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955],null,null,0.22746567
CCL28,C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700],null,null,0.22746317
PUS1,pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508],null,null,0.22737856
NFATC1,nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775],null,null,0.227294
LINS1,lines homolog 1 [Source:HGNC Symbol;Acc:HGNC:30922],null,null,0.22725612
HMCES,"5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]",null,null,0.22707589
GXYLT1,glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482],null,null,0.22705847
STC2,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374],null,null,0.22696732
GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555],null,null,0.22683395
CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878],null,null,0.22681095
RGP1,"RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]",null,null,0.22662045
PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293],null,null,0.22658393
PECAM1,platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823],null,null,0.22644721
MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038],null,null,0.22639443
DTNBP1,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328],null,null,0.22637264
UNC45A,unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594],null,null,0.22587298
HGFAC,HGF activator [Source:HGNC Symbol;Acc:HGNC:4894],null,null,0.2258536
STRC,stereocilin [Source:HGNC Symbol;Acc:HGNC:16035],null,null,0.22578494
RGS4,regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000],null,null,0.22562923
COMMD3-BMI1,COMMD3-BMI1 readthrough [Source:HGNC Symbol;Acc:HGNC:48326],null,null,0.22555688
RASAL3,RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129],null,null,0.22543967
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913],null,null,0.22533208
IGHD,immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480],null,null,0.22531982
HHIPL1,HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710],null,null,0.22528519
CFAP300,cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188],null,null,0.22501329
RPS28,ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418],null,null,0.2249789
DNAJB14,DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881],null,null,0.22490095
LYRM2,LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229],null,null,0.2247933
GPR153,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618],null,null,0.22475679
CRTC3,CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148],null,null,0.2247404
ABRAXAS1,"abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]",null,null,0.22462113
CEP112,centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514],null,null,0.22456895
ABT1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369],null,null,0.22427481
FSBP,fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653],null,null,0.2242394
TCEANC2,transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494],null,null,0.22412646
PGAP4,post-GPI attachment to proteins GalNAc transferase 4 [Source:HGNC Symbol;Acc:HGNC:28180],null,null,0.22405042
CYP26A1,cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603],null,null,0.22388309
RNF31,ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031],null,null,0.22357714
EID1,EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191],null,null,0.22353229
CHST10,carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650],null,null,0.22346638
TMEM40,transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620],null,null,0.22317594
TMEM107,transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128],null,null,0.22315234
SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],null,null,0.22313923
PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057],null,null,0.22311895
RBM44,RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756],null,null,0.22309195
GPX2,glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554],null,null,0.22266026
OR5V1,olfactory receptor family 5 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:13972],null,null,0.22255422
SURF2,surfeit 2 [Source:HGNC Symbol;Acc:HGNC:11475],null,null,0.22236031
PLCG2,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],null,null,0.2223482
CCN4,cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769],null,null,0.22231618
ZFHX4,zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939],null,null,0.22222684
DENND2C,DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748],null,null,0.22212799
KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289],null,null,0.22209391
BNIP3,BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084],null,null,0.22152314
SF3B3,splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770],null,null,0.22149184
CPA3,carboxypeptidase A3 [Source:HGNC Symbol;Acc:HGNC:2298],null,null,0.22146644
NCOA4,nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671],null,null,0.22140191
SCFD2,sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676],null,null,0.22130884
PGPEP1L,pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080],null,null,0.22126317
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366],null,null,0.2212136
PSMB8,proteasome 20S subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545],null,null,0.22098345
CLDN10,claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033],null,null,0.22098191
CCDC163,coiled-coil domain containing 163 [Source:HGNC Symbol;Acc:HGNC:27003],null,null,0.22076543
LYAR,Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021],null,null,0.22061688
VAV3,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659],null,null,0.2205898
FAM83F,family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148],null,null,0.22042714
PITPNB,phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002],null,null,0.22040945
PDIA4,protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167],null,null,0.22033827
IGLV7-43,immunoglobulin lambda variable 7-43 [Source:HGNC Symbol;Acc:HGNC:5929],null,null,0.22017922
ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201],null,null,0.22016352
HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],null,null,0.22003184
MYO3A,myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601],null,null,0.21977426
CARHSP1,calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150],null,null,0.21974273
CHRNA10,cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800],null,null,0.21960314
TPH1,tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008],null,null,0.21947761
KDM5B,lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039],null,null,0.21947725
DDB2,damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718],null,null,0.2194365
CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],null,null,0.2193575
SLC20A1,solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946],null,null,0.21929736
CLRN1,clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605],null,null,0.21912046
SINHCAF,SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702],null,null,0.21901049
TSACC,TSSK6 activating cochaperone [Source:HGNC Symbol;Acc:HGNC:30636],null,null,0.21863738
DDX4,DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700],null,null,0.21858242
GLB1L,galactosidase beta 1 like [Source:HGNC Symbol;Acc:HGNC:28129],null,null,0.21820141
MCM6,minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949],null,null,0.21811758
MEI4,meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638],null,null,0.21773829
ABCE1,ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69],null,null,0.2177203
GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]",null,null,0.21770713
PMPCA,"peptidase, mitochondrial processing alpha subunit [Source:HGNC Symbol;Acc:HGNC:18667]",null,null,0.21756117
EPHA4,EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388],null,null,0.21753637
H2AW,H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507],null,null,0.21750753
PHF6,PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145],null,null,0.21747193
KLHL22,kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888],null,null,0.21747187
SETX,senataxin [Source:HGNC Symbol;Acc:HGNC:445],null,null,0.21746877
CAMKMT,calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276],null,null,0.21746148
PTOV1,PTOV1 extended AT-hook containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:9632],null,null,0.21740782
DNAJC6,DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469],null,null,0.2173975
DTL,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],null,null,0.21731217
IPO4,importin 4 [Source:HGNC Symbol;Acc:HGNC:19426],null,null,0.21722063
TRMT1,tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980],null,null,0.21715039
SIGLECL1,SIGLEC family like 1 [Source:HGNC Symbol;Acc:HGNC:26856],null,null,0.21698157
ATP6V1A,ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851],null,null,0.21694164
EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255],null,null,0.2166526
PLAAT1,phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922],null,null,0.21659656
CD22,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643],null,null,0.21658489
ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794],null,null,0.21656446
CCDC34,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079],null,null,0.21638298
ELP2,elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248],null,null,0.21612276
KIF28P,"kinesin family member 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:49205]",null,null,0.21585278
HECTD2,HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736],null,null,0.21580864
LYNX1,Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604],null,null,0.21563077
CAVIN3,caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400],null,null,0.21549147
FAT1,FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595],null,null,0.21544333
HAUS8,HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532],null,null,0.2153715
C4orf46,chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320],null,null,0.21528433
ANKLE2,ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101],null,null,0.21527244
PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C [Source:HGNC Symbol;Acc:HGNC:14940],null,null,0.2152381
HUS1B,HUS1 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:16485],null,null,0.21522917
APBB1,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581],null,null,0.21500404
CEP41,centrosomal protein 41 [Source:HGNC Symbol;Acc:HGNC:12370],null,null,0.21480021
PABPN1,poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565],null,null,0.2147268
SOX2,SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195],null,null,0.2146533
UPP2,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],null,null,0.21458927
UTP6,UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279],null,null,0.21454403
PHLDB2,pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573],null,null,0.21452516
PURG,purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930],null,null,0.21440417
C3orf18,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837],null,null,0.21433258
SPATS2,spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650],null,null,0.21431094
ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]",null,null,0.21430708
ADGRL2,adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582],null,null,0.21428849
SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740],null,null,0.2142184
DNAJC1,DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090],null,null,0.21418424
MLF1,myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125],null,null,0.21411447
KCNE5,potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241],null,null,0.21403246
WHRN,whirlin [Source:HGNC Symbol;Acc:HGNC:16361],null,null,0.21402809
TSSK4,testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825],null,null,0.21389663
ZFP90,ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329],null,null,0.21385111
PLK2,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699],null,null,0.21366762
DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735],null,null,0.21328999
UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484],null,null,0.21322937
FRS3,fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970],null,null,0.21313997
G2E3,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338],null,null,0.21303646
L3HYPDH,trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488],null,null,0.21302116
INTS7,integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484],null,null,0.21301946
CETN4P,"centrin 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:35450]",null,null,0.21295828
ERICH2,glutamate rich 2 [Source:HGNC Symbol;Acc:HGNC:44395],null,null,0.21272646
RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328],null,null,0.21270414
KIF2A,kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318],null,null,0.21260431
RPL21,ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313],null,null,0.212598
GPR25,G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:HGNC:4480],null,null,0.21255402
CIR1,"corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]",null,null,0.21252503
INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474],null,null,0.21248284
ZNF746,zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948],null,null,0.21240878
MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055],null,null,0.21231991
COMMD4,COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027],null,null,0.21231958
ASB11,ankyrin repeat and SOCS box containing 11 [Source:HGNC Symbol;Acc:HGNC:17186],null,null,0.2123138
E2F1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],null,null,0.21220915
