Human Marker Symbol,Human Entrez Gene ID,Mouse Marker Symbol,MGI Marker Accession ID
CCL7,6354,Ccl7,  MGI:99512
CCM2,83605,Ccm2,  MGI:2384924
CCM2L,140706,Ccm2l,  MGI:2385159
CCN1,3491,Ccn1,  MGI:88613
CCN2,1490,Ccn2,  MGI:95537
CCN3,4856,Ccn3,  MGI:109185
CCN4,8840,Ccn4,  MGI:1197008
CCN5,8839,Ccn5,  MGI:1328326
CCN6,8838,Ccn6,  MGI:2685581
CCNA1,8900,Ccna1,  MGI:108042
CCNA2,890,Ccna2,  MGI:108069
CCNB1,891,Ccnb1,  MGI:88302
CCNB1IP1,57820,Ccnb1ip1,  MGI:2685134
CCNB2,9133,Ccnb2,  MGI:88311
CCNB3,85417,Ccnb3,  MGI:2183443
CCNC,892,Ccnc,  MGI:1858199
CCND1,595,Ccnd1,  MGI:88313
CCND2,894,Ccnd2,  MGI:88314
CCND3,896,Ccnd3,  MGI:88315
CCNDBP1,23582,Ccndbp1,  MGI:109595
CCNE1,898,Ccne1,  MGI:88316
CCNE2,9134,Ccne2,  MGI:1329034
CCNF,899,Ccnf,  MGI:102551
CCNG1,900,Ccng1,  MGI:102890
CCNG2,901,Ccng2,  MGI:1095734
CCNH,902,Ccnh,  MGI:1913921
CCNI,10983,Ccni,  MGI:1341077
CCNJ,54619,Ccnj,  MGI:2443297
CCNJL,79616,Ccnjl,  MGI:2685723
CCNK,8812,Ccnk,  MGI:1276106
CCNL1,57018,Ccnl1,  MGI:1922664
CCNL2,81669,Ccnl2,  MGI:1927119
CCNO,10309,Ccno,  MGI:2145534
CCNQ,92002,Ccnq,  MGI:1916359
CCNT1,904,Ccnt1,  MGI:1328363
CCNT2,905,Ccnt2,  MGI:1920199
CCNY,219771,Ccny,  MGI:1915224
CCNYL1,151195,Ccnyl1,  MGI:2138614
CCP110,9738,Ccp110,  MGI:2141942
CCPG1,9236,Ccpg1,  MGI:1196419
CCR1,1230,Ccr1,  MGI:104618
CCR10,2826,Ccr10,  MGI:1096320
CCR2,729230,Ccr2,  MGI:106185
CCR3,1232,Ccr3,  MGI:104616
CCR4,1233,Ccr4,  MGI:107824
CCR5,1234,Ccr5,  MGI:107182
CCR6,1235,Ccr6,  MGI:1333797
CCR7,1236,Ccr7,  MGI:103011
CCR8,1237,Ccr8,  MGI:1201402
CCR9,10803,Ccr9,  MGI:1341902
CCRL2,9034,Ccrl2,  MGI:1920904
CCS,9973,Ccs,  MGI:1333783
CCSAP,126731,Ccsap,  MGI:1920670
CCSER1,401145,Ccser1,  MGI:3045354
CCSER2,54462,Ccser2,  MGI:101859
CCT2,10576,Cct2,  MGI:107186
CCT3,7203,Cct3,  MGI:104708
CCT4,10575,Cct4,  MGI:104689
CCT5,22948,Cct5,  MGI:107185
CCT6A,908,Cct6a,  MGI:107943
CCT6B,10693,Cct6b,  MGI:1329013
CCT7,10574,Cct7,  MGI:107184
CCT8,10694,Cct8,  MGI:107183
CCT8L1P,155100,Cct8l1,  MGI:2685289
CCZ1,51622,Ccz1,  MGI:2141070
CD101,9398,Cd101,  MGI:2685862
CD109,135228,Cd109,  MGI:2445221
CD14,929,Cd14,  MGI:88318
CD151,977,Cd151,  MGI:1096360
CD160,11126,Cd160,  MGI:1860383
CD163,9332,Cd163,  MGI:2135946
CD164,8763,Cd164,  MGI:1859568
CD164L2,388611,Cd164l2,  MGI:1916905
CD177,57126,Cd177,  MGI:1916141
CD180,4064,Cd180,  MGI:1194924
CD19,930,Cd19,  MGI:88319
CD1D,912,Cd1d1,  MGI:107674
CD2,914,Cd2,  MGI:88320
CD200,4345,Cd200,  MGI:1196990
CD200R1,131450,Cd200r1,  MGI:1889024
CD200R1,131450,Cd200r2,  MGI:3042847
CD200R1,131450,Cd200r3,  MGI:1921853
CD200R1,131450,Cd200r4,  MGI:3036289
CD200R1L,344807,Cd200r1,  MGI:1889024
CD200R1L,344807,Cd200r2,  MGI:3042847
CD200R1L,344807,Cd200r3,  MGI:1921853
CD200R1L,344807,Cd200r4,  MGI:3036289
CD207,50489,Cd207,  MGI:2180021
CD209,30835,Cd209a,  MGI:2157942
CD209,30835,Cd209b,  MGI:1916415
CD209,30835,Cd209c,  MGI:2157945
CD209,30835,Cd209d,  MGI:2157947
CD209,30835,Cd209e,  MGI:2157948
CD22,933,Cd22,  MGI:88322
CD226,10666,Cd226,  MGI:3039602
CD24,100133941,Cd24a,  MGI:88323
CD244,51744,Cd244a,  MGI:109294
CD247,919,Cd247,  MGI:88334
CD248,57124,Cd248,  MGI:1917695
CD27,939,Cd27,  MGI:88326
CD274,29126,Cd274,  MGI:1926446
CD276,80381,Cd276,  MGI:2183926
CD28,940,Cd28,  MGI:88327
CD2AP,23607,Cd2ap,  MGI:1330281
CD2BP2,10421,Cd2bp2,  MGI:1917483
CD300A,11314,Cd300a,  MGI:2443411
CD300C,10871,Cd300c,  MGI:3032626
CD300C,10871,Cd300c2,  MGI:2153249
CD300E,342510,Cd300e,  MGI:2387602
CD300LB,124599,Cd300lb,  MGI:2685099
CD300LD,100131439,Cd300ld,  MGI:2442358
CD300LD,100131439,Cd300ld3,  MGI:2687214
CD300LD,100131439,Cd300ld4,  MGI:3702658
CD300LD,100131439,Cd300ld5,  MGI:3702661
CD300LF,146722,Cd300lf,  MGI:2442359
CD300LG,146894,Cd300lg,  MGI:1289168
CD302,9936,Cd302,  MGI:1913455
CD320,51293,Cd320,  MGI:1860083
CD33,945,Cd33,  MGI:99440
CD34,947,Cd34,  MGI:88329
CD36,948,Cd36,  MGI:107899
CD37,951,Cd37,  MGI:88330
CD38,952,Cd38,  MGI:107474
CD3D,915,Cd3d,  MGI:88331
CD3E,916,Cd3e,  MGI:88332
CD3EAP,10849,Cd3eap,  MGI:1917583
CD3G,917,Cd3g,  MGI:88333
CD4,920,Cd4,  MGI:88335
CD40,958,Cd40,  MGI:88336
CD40LG,959,Cd40lg,  MGI:88337
CD44,960,Cd44,  MGI:88338
CD46,4179,Cd46,  MGI:1203290
CD47,961,Cd47,  MGI:96617
CD48,962,Cd48,  MGI:88339
CD5,921,Cd5,  MGI:88340
CD52,1043,Cd52,  MGI:1346088
CD53,963,Cd53,  MGI:88341
CD55,1604,Cd55,  MGI:104850
CD55,1604,Cd55b,  MGI:104849
CD59,966,Cd59b,  MGI:1888996
CD5L,922,Cd5l,  MGI:1334419
CD6,923,Cd6,  MGI:103566
CD63,967,Cd63,  MGI:99529
CD68,968,Cd68,  MGI:88342
CD69,969,Cd69,  MGI:88343
CD7,924,Cd7,  MGI:88344
CD70,970,Cd70,  MGI:1195273
CD72,971,Cd72,  MGI:88345
CD74,972,Cd74,  MGI:96534
CD79A,973,Cd79a,  MGI:101774
CD79B,974,Cd79b,  MGI:96431
CD80,941,Cd80,  MGI:101775
CD81,975,Cd81,  MGI:1096398
CD82,3732,Cd82,  MGI:104651
CD83,9308,Cd83,  MGI:1328316
CD84,8832,Cd84,  MGI:1336885
CD86,942,Cd86,  MGI:101773
CD8A,925,Cd8a,  MGI:88346
CD8B,926,Cd8b1,  MGI:88347
CD9,928,Cd9,  MGI:88348
CD93,22918,Cd93,  MGI:106664
CD96,10225,Cd96,  MGI:1934368
CD99L2,83692,Cd99l2,  MGI:2177151
CDA,978,Cda,  MGI:1919519
CDADC1,81602,Cdadc1,  MGI:1919141
CDAN1,146059,Cdan1,  MGI:1916218
CDC123,8872,Cdc123,  MGI:2138811
CDC14A,8556,Cdc14a,  MGI:2442676
CDC14B,8555,Cdc14b,  MGI:2441808
CDC16,8881,Cdc16,  MGI:1917207
CDC20,991,Cdc20,  MGI:1859866
CDC20B,166979,Cdc20b,  MGI:3644472
CDC23,8697,Cdc23,  MGI:1098815
CDC25A,993,Cdc25a,  MGI:103198
CDC25B,994,Cdc25b,  MGI:99701
CDC25C,995,Cdc25c,  MGI:88350
CDC26,246184,Cdc26,  MGI:1913690
CDC27,996,Cdc27,  MGI:102685
CDC34,997,Cdc34,  MGI:102657
CDC37,11140,Cdc37,  MGI:109531
CDC37L1,55664,Cdc37l1,  MGI:1914322
CDC40,51362,Cdc40,  MGI:1918963
CDC42,998,Cdc42,  MGI:106211
CDC42BPA,8476,Cdc42bpa,  MGI:2441841
CDC42BPB,9578,Cdc42bpb,  MGI:2136459
CDC42BPG,55561,Cdc42bpg,  MGI:2652845
CDC42EP1,11135,Cdc42ep1,  MGI:1929763
CDC42EP2,10435,Cdc42ep2,  MGI:1929744
CDC42EP3,10602,Cdc42ep3,  MGI:2384718
CDC42EP4,23580,Cdc42ep4,  MGI:1929760
CDC42EP5,148170,Cdc42ep5,  MGI:1929745
CDC42SE1,56882,Cdc42se1,  MGI:1889510
CDC42SE2,56990,Cdc42se2,  MGI:1919979
CDC45,8318,Cdc45,  MGI:1338073
CDC5L,988,Cdc5l,  MGI:1918952
CDC6,990,Cdc6,  MGI:1345150
CDC7,8317,Cdc7,  MGI:1309511
CDC73,79577,Cdc73,  MGI:2384876
CDCA2,157313,Cdca2,  MGI:1919787
CDCA3,83461,Cdca3,  MGI:1315198
CDCA4,55038,Cdca4,  MGI:1919213
CDCA5,113130,Cdca5,  MGI:1915099
CDCA7,83879,Cdca7,  MGI:1914203
CDCA7L,55536,Cdca7l,  MGI:2384982
CDCA8,55143,Cdca8,  MGI:1196274
CDCP1,64866,Cdcp1,  MGI:2442010
CDCP2,200008,Cdcp2,  MGI:3045328
CDH1,999,Cdh1,  MGI:88354
CDH10,1008,Cdh10,  MGI:107436
CDH11,1009,Cdh11,  MGI:99217
CDH12,1010,Cdh12,  MGI:109503
CDH13,1012,Cdh13,  MGI:99551
CDH15,1013,Cdh15,  MGI:106672
CDH16,1014,Cdh16,  MGI:106671
CDH17,1015,Cdh17,  MGI:1095414
CDH18,1016,Cdh18,  MGI:1344366
CDH19,28513,Cdh19,  MGI:3588198
CDH2,1000,Cdh2,  MGI:88355
CDH20,28316,Cdh20,  MGI:1346069
CDH22,64405,Cdh22,  MGI:1341843
CDH23,64072,Cdh23,  MGI:1890219
CDH24,64403,Cdh24,  MGI:1928330
CDH26,60437,Cdh26,  MGI:2685856
CDH3,1001,Cdh3,  MGI:88356
CDH4,1002,Cdh4,  MGI:99218
CDH5,1003,Cdh5,  MGI:105057
CDH6,1004,Cdh6,  MGI:107435
CDH7,1005,Cdh7,  MGI:2442792
CDH8,1006,Cdh8,  MGI:107434
CDH9,1007,Cdh9,  MGI:107433
CDHR1,92211,Cdhr1,  MGI:2157782
CDHR2,54825,Cdhr2,  MGI:2687323
CDHR3,222256,Cdhr3,  MGI:1916014
CDHR4,389118,Cdhr4,  MGI:1916648
CDHR5,53841,Cdhr5,  MGI:1919290
CDIP1,29965,Cdip1,  MGI:1913876
CDIPT,10423,Cdipt,  MGI:105491
CDIPTOSP,440356,Cdiptos,  MGI:2443610
CDK1,983,Cdk1,  MGI:88351
CDK10,8558,Cdk10,  MGI:2448549
CDK11B,984,Cdk11b,  MGI:88353
CDK12,51755,Cdk12,  MGI:1098802
CDK13,8621,Cdk13,  MGI:1916812
CDK14,5218,Cdk14,  MGI:894318
CDK15,65061,Cdk15,  MGI:3583944
CDK16,5127,Cdk16,  MGI:97516
CDK17,5128,Cdk17,  MGI:97517
CDK18,5129,Cdk18,  MGI:97518
CDK19,23097,Cdk19,  MGI:1925584
CDK2,1017,Cdk2,  MGI:104772
CDK20,23552,Cdk20,  MGI:2145349
CDK2AP1,8099,Cdk2ap1,  MGI:1202069
CDK2AP2,10263,Cdk2ap2,  MGI:1098779
CDK3,1018,Cdk3,  MGI:1916931
CDK4,1019,Cdk4,  MGI:88357
CDK5,1020,Cdk5,  MGI:101765
CDK5R1,8851,Cdk5r1,  MGI:101764
CDK5R2,8941,Cdk5r2,  MGI:1330828
CDK5RAP1,51654,Cdk5rap1,  MGI:1914221
CDK5RAP2,55755,Cdk5rap2,  MGI:2384875
CDK5RAP3,80279,Cdk5rap3,  MGI:1933126
CDK6,1021,Cdk6,  MGI:1277162
CDK6-AS1,101927497,Gm36470,  MGI:5595629
CDK7,1022,Cdk7,  MGI:102956
CDK8,1024,Cdk8,  MGI:1196224
CDK9,1025,Cdk9,  MGI:1328368
CDKAL1,54901,Cdkal1,  MGI:1921765
CDKL1,8814,Cdkl1,  MGI:1918341
CDKL2,8999,Cdkl2,  MGI:1858227
CDKL3,51265,Cdkl3,  MGI:2388268
CDKL4,344387,Cdkl4,  MGI:3587025
CDKL5,6792,Cdkl5,  MGI:1278336
CDKN1A,1026,Cdkn1a,  MGI:104556
CDKN1B,1027,Cdkn1b,  MGI:104565
CDKN1C,1028,Cdkn1c,  MGI:104564
CDKN2A,1029,Cdkn2a,  MGI:104738
CDKN2AIP,55602,Cdkn2aip,  MGI:1918175
CDKN2AIPNL,91368,Cdkn2aipnl,  MGI:1261797
CDKN2B,1030,Cdkn2b,  MGI:104737
CDKN2C,1031,Cdkn2c,  MGI:105388
CDKN2D,1032,Cdkn2d,  MGI:105387
CDKN3,1033,Cdkn3,  MGI:1919641
CDNF,441549,Cdnf,  MGI:3606576
CDO1,1036,Cdo1,  MGI:105925
CDON,50937,Cdon,  MGI:1926387
CDPF1,150383,Cdpf1,  MGI:1919605
CDR2,1039,Cdr2,  MGI:1100885
CDR2L,30850,Cdr2l,  MGI:2684867
CDRT1,374286,Fbxw10,  MGI:3052463
CDRT4,284040,Cdrt4,  MGI:1913588
CDS1,1040,Cds1,  MGI:1921846
CDS2,8760,Cds2,  MGI:1332236
CDSN,1041,Cdsn,  MGI:3505689
CDT1,81620,Cdt1,  MGI:1914427
CDV3,55573,Cdv3,  MGI:2448759
CDX1,1044,Cdx1,  MGI:88360
CDX2,1045,Cdx2,  MGI:88361
CDX4,1046,Cdx4,  MGI:88362
CDYL,9425,Cdyl,  MGI:1339956
CDYL2,124359,Cdyl2,  MGI:1923046
CEACAM1,634,Ceacam1,  MGI:1347245
CEACAM1,634,Ceacam2,  MGI:1347246
CEACAM16,388551,Ceacam16,  MGI:2685615
CEACAM18,729767,Ceacam18,  MGI:1919681
CEACAM19,56971,Ceacam19,  MGI:2443001
CEACAM20,125931,Ceacam20,  MGI:1918851
CEBPA,1050,Cebpa,  MGI:99480
CEBPB,1051,Cebpb,  MGI:88373
CEBPD,1052,Cebpd,  MGI:103573
CEBPE,1053,Cebpe,  MGI:103572
CEBPG,1054,Cebpg,  MGI:104982
CEBPZ,10153,Cebpz,  MGI:109386
CEBPZOS,100505876,Cebpzos,  MGI:1915804
CECR2,27443,Cecr2,  MGI:1923799
CEL,1056,Cel,  MGI:88374
CELA1,1990,Cela1,  MGI:95314
CELA2A,63036,Cela2a,  MGI:95316
CELA3A,10136,Cela3a,  MGI:3651647
CELA3A,10136,Cela3b,  MGI:1915118
CELA3B,23436,Cela3a,  MGI:3651647
CELA3B,23436,Cela3b,  MGI:1915118
CELF1,10658,Celf1,  MGI:1342295
CELF2,10659,Celf2,  MGI:1338822
CELF3,11189,Celf3,  MGI:1926034
CELF4,56853,Celf4,  MGI:1932407
CELF5,60680,Celf5,  MGI:2442333
CELF6,60677,Celf6,  MGI:1923433
CELSR1,9620,Celsr1,  MGI:1100883
CELSR2,1952,Celsr2,  MGI:1858235
CELSR3,1951,Celsr3,  MGI:1858236
CEMIP,57214,Cemip,  MGI:2443629
CEMIP2,23670,Cemip2,  MGI:1890373
CEND1,51286,Cend1,  MGI:1929898
CENPA,1058,Cenpa,  MGI:88375
CENPB,1059,Cenpb,  MGI:88376
CENPC,1060,Cenpc1,  MGI:99700
CENPE,1062,Cenpe,  MGI:1098230
CENPF,1063,Cenpf,  MGI:1313302
CENPH,64946,Cenph,  MGI:1349448
CENPI,2491,Cenpi,  MGI:2147897
CENPJ,55835,Cenpj,  MGI:2684927
CENPK,64105,Cenpk,  MGI:1926210
CENPL,91687,Cenpl,  MGI:1917704
CENPM,79019,Cenpm,  MGI:1913820
CENPN,55839,Cenpn,  MGI:1919405
CENPO,79172,Cenpo,  MGI:1923800
CENPP,401541,Cenpp,  MGI:1913586
CENPQ,55166,Cenpq,  MGI:1933744
CENPS,378708,Cenps,  MGI:1917178
CENPT,80152,Cenpt,  MGI:2443939
CENPU,79682,Cenpu,  MGI:1919126
CENPV,201161,Cenpv,  MGI:1920389
CENPW,387103,Cenpw,  MGI:1913561
CENPX,201254,Cenpx,  MGI:894324
CEP104,9731,Cep104,  MGI:2687282
CEP112,201134,Cep112,  MGI:1923673
CEP120,153241,Cep120,  MGI:2147298
CEP126,57562,Cep126,  MGI:2680221
CEP128,145508,Cep128,  MGI:1922466
CEP131,22994,Cep131,  MGI:107440
CEP135,9662,Cep135,  MGI:2681869
CEP152,22995,Cep152,  MGI:2139083
CEP162,22832,Cep162,  MGI:1925343
CEP164,22897,Cep164,  MGI:2384878
CEP170,9859,Cep170,  MGI:1918348
CEP170B,283638,Cep170b,  MGI:2145043
CEP19,84984,Cep19,  MGI:1914244
CEP192,55125,Cep192,  MGI:1918049
CEP20,123811,Cep20,  MGI:1913336
CEP250,11190,Cep250,  MGI:108084
CEP290,80184,Cep290,  MGI:2384917
CEP295,85459,Cep295,  MGI:2442521
CEP295NL,100653515,Cep295nl,  MGI:1929713
CEP350,9857,Cep350,  MGI:1921331
CEP41,95681,Cep41,  MGI:1891414
CEP43,11116,Cep43,  MGI:1922546
CEP44,80817,Cep44,  MGI:3525111
CEP55,55165,Cep55,  MGI:1921357
CEP57,9702,Cep57,  MGI:1915551
CEP57L1,285753,Cep57l1,  MGI:1915511
CEP63,80254,Cep63,  MGI:2158560
CEP68,23177,Cep68,  MGI:2667663
CEP70,80321,Cep70,  MGI:1915371
CEP72,55722,Cep72,  MGI:1921720
CEP76,79959,Cep76,  MGI:1923401
CEP78,84131,Cep78,  MGI:1924386
CEP83,51134,Cep83,  MGI:1924298
CEP85,64793,Cep85,  MGI:1917262
CEP85L,387119,Cep85l,  MGI:3642684
CEP89,84902,Cep89,  MGI:1919390
CEP95,90799,Cep95,  MGI:2443502
CEP97,79598,Cep97,  MGI:1921451
CEPT1,10390,Cept1,  MGI:2139793
CER1,9350,Cer1,  MGI:1201414
CERCAM,51148,Cercam,  MGI:2139134
CERK,64781,Cerk,  MGI:2386052
CERKL,375298,Cerkl,  MGI:3037816
CEROX1,115804232,Cerox1,  MGI:1920084
CERS1,10715,Cers1,  MGI:2136690
CERS2,29956,Cers2,  MGI:1924143
CERS3,204219,Cers3,  MGI:2681008
CERS4,79603,Cers4,  MGI:1914510
CERS5,91012,Cers5,  MGI:1919199
CERS6,253782,Cers6,  MGI:2442564
CERT1,10087,Cert1,  MGI:1915268
CES1,1066,Ces1a,  MGI:3648919
CES1,1066,Ces1b,  MGI:3779470
CES1,1066,Ces1c,  MGI:95420
CES1,1066,Ces1d,  MGI:2148202
CES1,1066,Ces1e,  MGI:95432
CES1,1066,Ces1f,  MGI:2142687
CES1,1066,Ces1g,  MGI:88378
CES1,1066,Ces1h,  MGI:1922954
CES2,8824,Ces2a,  MGI:2142491
CES2,8824,Ces2b,  MGI:2448547
CES2,8824,Ces2c,  MGI:2385905
CES2,8824,Ces2e,  MGI:2443170
CES2,8824,Ces2f,  MGI:1919153
CES2,8824,Ces2g,  MGI:1919611
CES2,8824,Ces2h,  MGI:3648740
CES3,23491,Ces3a,  MGI:102773
CES3,23491,Ces3b,  MGI:3644960
CES4A,283848,Ces4a,  MGI:2384581
CES5A,221223,Ces5a,  MGI:1915185
CETN1,1068,Cetn1,  MGI:1347086
CETN2,1069,Cetn2,  MGI:1347085
CETN3,1070,Cetn3,  MGI:1097706
CETN4P,729338,Cetn4,  MGI:2677454
CFAP100,348807,Cfap100,  MGI:2141635
CFAP126,257177,Cfap126,  MGI:1922722
CFAP157,286207,Cfap157,  MGI:2447809
CFAP161,161502,Cfap161,  MGI:1922806
CFAP20,29105,Cfap20,  MGI:107428
CFAP206,154313,Cfap206,  MGI:1916579
CFAP20DC,200844,Cfap20dc,  MGI:1926154
CFAP221,200373,Cfap221,  MGI:2684947
CFAP251,144406,Wdr66,  MGI:1918495
CFAP298,56683,Cfap298,  MGI:1915251
CFAP299,255119,Cfap299,  MGI:1916571
CFAP300,85016,Cfap300,  MGI:3045346
CFAP36,112942,Cfap36,  MGI:1913994
CFAP410,755,Cfap410,  MGI:1915134
CFAP43,80217,Cfap43,  MGI:1289258
CFAP44,55779,Cfap44,  MGI:1277238
CFAP45,25790,Cfap45,  MGI:1919120
CFAP46,54777,Cfap46,  MGI:2444387
CFAP47,286464,Cfap47,  MGI:3781475
CFAP52,146845,Cfap52,  MGI:1919110
CFAP53,220136,Cfap53,  MGI:1921703
CFAP54,144535,Cfap54,  MGI:1922208
CFAP57,149465,Cfap57,  MGI:2686209
CFAP58,159686,Cfap58,  MGI:2685815
CFAP61,26074,Cfap61,  MGI:1926024
CFAP65,255101,Cfap65,  MGI:2444274
CFAP69,79846,Cfap69,  MGI:2443778
CFAP70,118491,Cfap70,  MGI:1923920
CFAP73,387885,Cfap73,  MGI:3779542
CFAP74,85452,Cfap74,  MGI:1917130
CFAP77,389799,Cfap77,  MGI:2685669
CFAP91,89876,Maats1,  MGI:2443598
CFAP92,57501,1810020O05Rik,  MGI:3586838
CFAP97,57587,Cfap97,  MGI:1914006
CFAP97D1,284067,Cfap97d1,  MGI:1922687
CFAP97D2,101929355,Cfap97d2,  MGI:2685952
CFAP99,402160,Cfap99,  MGI:5434801
CFB,629,Cfb,  MGI:105975
CFC1,55997,Cfc1,  MGI:109448
CFC1B,653275,Cfc1,  MGI:109448
CFD,1675,Cfd,  MGI:87931
CFDP1,10428,Cfdp1,  MGI:1344403
CFH,3075,Cfh,  MGI:88385
CFHR1,3078,Cfhr1,  MGI:2138169
CFI,3426,Cfi,  MGI:105937
CFL1,1072,Cfl1,  MGI:101757
CFL2,1073,Cfl2,  MGI:101763
CFLAR,8837,Cflar,  MGI:1336166
CFP,5199,Cfp,  MGI:97545
CFTR,1080,Cftr,  MGI:88388
CGA,1081,Cga,  MGI:88390
CGAS,115004,Cgas,  MGI:2442261
CGGBP1,8545,Cggbp1,  MGI:2146370
CGN,57530,Cgn,  MGI:1927237
CGNL1,84952,Cgnl1,  MGI:1915428
CGREF1,10669,Cgref1,  MGI:1915817
CGRRF1,10668,Cgrrf1,  MGI:1916368
CH25H,9023,Ch25h,  MGI:1333869
CHAC1,79094,Chac1,  MGI:1916315
CHAC2,494143,Chac2,  MGI:1915294
CHAD,1101,Chad,  MGI:1096866
CHADL,150356,Chadl,  MGI:3036284
CHAER1,105377667,Chaer1,  MGI:5624990
CHAF1A,10036,Chaf1a,  MGI:1351331
CHAF1B,8208,Chaf1b,  MGI:1314881
CHAMP1,283489,Champ1,  MGI:1196398
CHAT,1103,Chat,  MGI:88392
CHCHD1,118487,Chchd1,  MGI:1913371
CHCHD10,400916,Chchd10,  MGI:2143558
CHCHD2,51142,Chchd2,  MGI:1261428
CHCHD3,54927,Chchd3,  MGI:1913325
CHCHD4,131474,Chchd4,  MGI:1919420
CHCHD5,84269,Chchd5,  MGI:1913420
CHCHD6,84303,Chchd6,  MGI:1913348
CHCHD7,79145,Chchd7,  MGI:1913683
CHD1,1105,Chd1,  MGI:88393
CHD1L,9557,Chd1l,  MGI:1915308
CHD2,1106,Chd2,  MGI:2448567
CHD3,1107,Chd3,  MGI:1344395
CHD4,1108,Chd4,  MGI:1344380
CHD5,26038,Chd5,  MGI:3036258
CHD6,84181,Chd6,  MGI:1918639
CHD7,55636,Chd7,  MGI:2444748
CHD8,57680,Chd8,  MGI:1915022
CHD9,80205,Chd9,  MGI:1924001
CHDH,55349,Chdh,  MGI:1860776
CHEK1,1111,Chek1,  MGI:1202065
CHEK2,11200,Chek2,  MGI:1355321
CHERP,10523,Cherp,  MGI:106417
CHFR,55743,Chfr,  MGI:2444898
CHGA,1113,Chga,  MGI:88394
CHGB,1114,Chgb,  MGI:88395
CHI3L1,1116,Chil1,  MGI:1340899
CHIA,27159,Chia1,  MGI:1932052
CHIC1,53344,Chic1,  MGI:1344694
CHIC2,26511,Chic2,  MGI:1921527
CHID1,66005,Chid1,  MGI:1915288
CHIT1,1118,Chit1,  MGI:1919134
CHKA,1119,Chka,  MGI:107760
CHKB,1120,Chkb,  MGI:1328313
CHL1,10752,Chl1,  MGI:1098266
CHM,1121,Chm,  MGI:892979
CHML,1122,Chml,  MGI:101913
CHMP1A,5119,Chmp1a,  MGI:1920159
CHMP1B,57132,Chmp1b,  MGI:1914314
CHMP1B2P,101060146,2610002M06Rik,  MGI:1914278
CHMP2A,27243,Chmp2a,  MGI:1916203
CHMP2B,25978,Chmp2b,  MGI:1916192
CHMP3,51652,Chmp3,  MGI:1913950
CHMP4B,128866,Chmp4b,  MGI:1922858
CHMP4C,92421,Chmp4c,  MGI:1913621
CHMP5,51510,Chmp5,  MGI:1924209
CHMP6,79643,Chmp6,  MGI:3583942
CHMP7,91782,Chmp7,  MGI:1913922
CHN1,1123,Chn1,  MGI:1915674
CHN2,1124,Chn2,  MGI:1917243
CHODL,140578,Chodl,  MGI:2179069
CHORDC1,26973,Chordc1,  MGI:1914167
CHP1,11261,Chp1,  MGI:1927185
CHP2,63928,Chp2,  MGI:1917511
CHPF,79586,Chpf,  MGI:106576
CHPF2,54480,Chpf2,  MGI:1917522
CHPT1,56994,Chpt1,  MGI:2384841
CHRAC1,54108,Chrac1,  MGI:2135796
CHRD,8646,Chrd,  MGI:1313268
CHRDL1,91851,Chrdl1,  MGI:1933172
CHRDL2,25884,Chrdl2,  MGI:1916371
CHRM1,1128,Chrm1,  MGI:88396
CHRM2,1129,Chrm2,  MGI:88397
CHRM3,1131,Chrm3,  MGI:88398
CHRM4,1132,Chrm4,  MGI:88399
CHRM5,1133,Chrm5,  MGI:109248
CHRNA1,1134,Chrna1,  MGI:87885
CHRNA10,57053,Chrna10,  MGI:3609260
CHRNA2,1135,Chrna2,  MGI:87886
CHRNA3,1136,Chrna3,  MGI:87887
CHRNA4,1137,Chrna4,  MGI:87888
CHRNA5,1138,Chrna5,  MGI:87889
CHRNA6,8973,Chrna6,  MGI:106213
CHRNA7,1139,Chrna7,  MGI:99779
CHRNA9,55584,Chrna9,  MGI:1202403
CHRNB1,1140,Chrnb1,  MGI:87890
CHRNB2,1141,Chrnb2,  MGI:87891
CHRNB3,1142,Chrnb3,  MGI:106212
CHRNB4,1143,Chrnb4,  MGI:87892
CHRND,1144,Chrnd,  MGI:87893
CHRNE,1145,Chrne,  MGI:87894
CHRNG,1146,Chrng,  MGI:87895
CHST1,8534,Chst1,  MGI:1924219
CHST10,9486,Chst10,  MGI:2138283
CHST11,50515,Chst11,  MGI:1927166
CHST12,55501,Chst12,  MGI:1929064
CHST13,166012,Chst13,  MGI:1919047
CHST14,113189,Chst14,  MGI:1919386
CHST15,51363,Chst15,  MGI:1924840
CHST2,9435,Chst2,  MGI:1891160
CHST3,9469,Chst3,  MGI:1858224
CHST4,10164,Chst4,  MGI:1349479
CHST5,23563,Chst5,  MGI:1931825
CHST6,4166,Chst5,  MGI:1931825
CHST7,56548,Chst7,  MGI:1891767
CHST8,64377,Chst8,  MGI:1916197
CHST9,83539,Chst9,  MGI:1918617
CHSY1,22856,Chsy1,  MGI:2681120
CHSY3,337876,Chsy3,  MGI:1926173
CHTF18,63922,Chtf18,  MGI:2384887
CHTF8,54921,Chtf8,  MGI:2443370
CHTOP,26097,Chtop,  MGI:1913761
CHUK,1147,Chuk,  MGI:99484
CHURC1,91612,Churc1,  MGI:1923684
CIAO1,9391,Ciao1,  MGI:1346998
CIAO2A,84191,Ciao2a,  MGI:1915500
CIAO2B,51647,Ciao2b,  MGI:1915773
CIAO3,64428,Ciao3,  MGI:1914813
CIAPIN1,57019,Ciapin1,  MGI:1922083
CIART,148523,Ciart,  MGI:2684975
